0 599 32
366 599 42
368 599 63
370 599 55
372 599 54
374 599 57
377 599 49
380 599 46
383 599 50
386 599 50
389 599 57
391 599 67
393 599 76
395 599 69
397 599 73
398 599 72
400 599 83
401 599 85
402 599 80
404 599 74
405 599 74
407 599 62
409 599 57
411 599 66
413 599 73
415 599 82
416 599 82
417 599 84
419 599 87
420 599 88
421 599 85
423 599 82
424 599 86
425 599 93
426 599 91
427 599 87
429 599 78
430 599 72
432 599 72
434 599 68
436 599 66
438 599 60
440 599 71
442 599 76
443 599 76
445 599 81
446 599 83
447 599 81
449 599 89
450 599 92
451 599 89
452 599 87
454 599 85
455 599 80
457 599 77
458 599 80
460 599 82
461 599 77
463 599 72
465 599 73
466 599 72
468 599 75
469 599 83
470 599 81
472 599 81
473 599 77
475 599 83
476 599 84
477 599 89
478 599 96
479 599 97
480 599 97
481 599 95
482 599 95
483 599 94
484 599 90
485 599 91
486 599 96
487 599 95
488 599 99
489 599 97
490 599 97
491 599 97
492 599 96
493 599 96
494 599 94
495 599 91
496 599 92
497 599 93
498 599 93
499 599 95
500 599 95
501 599 93
502 599 97
503 599 100
504 599 95
505 599 94
506 599 92
507 599 90
508 599 93
509 599 89
510 599 90
511 599 92
512 599 100
513 599 104
514 599 107
515 599 110
516 599 112
517 599 110
518 599 105
519 599 105
520 599 109
521 599 112
522 599 109
523 599 112
524 599 115
525 599 111
526 599 108
527 599 110
528 599 111
529 599 113
530 599 112
531 599 110
532 599 103
533 599 96
534 599 91
535 599 91
536 599 93
537 599 92
539 599 84
540 599 79
542 599 63
545 599 56
547 599 68
549 599 61
551 599 65
553 599 65
555 599 59
557 599 49
561 599 41
563 599 55
565 599 59
567 599 69
568 599 76
569 599 82
570 599 84
571 599 90
572 599 96
573 599 102
574 599 104
575 599 110
576 599 110
577 599 110
578 599 103
579 599 94
580 599 90
581 599 90
582 599 93
583 599 97
584 599 99
585 599 100
586 599 102
587 599 107
588 599 107
589 599 105
590 599 105
591 599 102
592 599 101
593 599 101
594 599 95
595 599 86
597 599 70
599 599 61
601 599 71
602 599 83
603 599 86
604 599 88
605 599 96
606 599 96
607 599 93
608 599 97
609 599 95
610 599 92
611 599 96
612 599 98
613 599 99
614 599 98
615 599 101
616 599 98
617 599 94
618 599 90
620 599 78
622 599 71
624 599 73
626 599 79
627 599 82
629 599 90
630 599 86
632 599 71
633 599 75
635 599 86
636 599 78
638 599 70
640 599 71
642 599 54
799 599 32
2 598 32
5 598 32
8 598 33
11 598 32
14 598 30
17 598 30
20 598 31
23 598 31
26 598 31
29 598 31
32 598 30
35 598 31
38 598 31
41 598 31
44 598 31
48 598 31
51 598 32
54 598 30
57 598 30
60 598 30
63 598 30
66 598 30
69 598 29
72 598 29
75 598 29
78 598 29
82 598 29
86 598 29
90 598 25
94 598 27
98 598 27
104 598 26
112 598 25
117 598 27
121 598 24
232 598 26
237 598 26
242 598 29
