0 511 47
1 511 47
4 511 32
309 511 44
312 511 51
315 511 57
317 511 62
319 511 66
321 511 70
323 511 70
326 511 45
511 511 25
2 510 50
14 510 27
17 510 22
301 510 40
306 510 47
510 510 24
0 509 40
22 509 20
320 509 92
324 509 93
329 509 6
9 508 23
330 508 0
376 508 33
382 508 36
401 508 31
27 507 9
293 507 52
316 507 103
326 507 100
505 507 24
510 507 24
1 506 22
331 506 0
405 506 22
283 505 43
288 505 59
328 505 98
386 505 24
394 505 12
403 505 44
20 504 17
311 504 113
332 504 0
511 504 25
1 503 12
279 503 48
333 503 0
375 503 26
497 503 26
34 502 7
274 502 45
300 502 113
327 502 133
330 502 100
379 502 53
388 502 25
404 502 48
408 502 25
265 501 37
305 501 125
332 501 47
334 501 0
384 501 55
396 501 14
491 501 25
511 501 24
241 500 23
247 500 28
254 500 32
259 500 35
269 500 51
330 500 123
419 500 24
486 500 9
21 499 16
295 499 129
322 499 157
333 499 39
405 499 48
414 499 27
228 498 21
233 498 25
331 498 132
335 498 0
392 498 28
401 498 25
410 498 25
430 498 25
437 498 23
501 498 25
510 498 24
1 497 8
15 497 9
223 497 20
263 497 63
317 497 162
334 497 32
377 497 40
386 497 61
407 497 57
332 496 138
336 496 0
373 496 46
389 496 32
424 496 26
442 496 23
481 496 12
510 496 26
209 495 6
215 495 20
251 495 50
256 495 62
275 495 118
286 495 140
311 495 163
333 495 136
336 495 0
369 495 32
380 495 62
396 495 28
447 495 21
452 495 18
477 495 6
490 495 25
280 494 132
290 494 153
331 494 162
336 494 0
409 494 56
457 494 13
484 494 24
205 493 0
248 493 59
333 493 157
337 493 0
376 493 66
400 493 16
405 493 26
412 493 28
473 493 8
511 493 25
240 492 48
244 492 56
305 492 169
334 492 152
337 492 0
379 492 48
199 491 0
202 491 0
208 491 25
259 491 124
268 491 137
334 491 162
337 491 4
364 491 24
388 491 65
392 491 31
409 491 59
236 490 53
255 490 123
335 490 155
338 490 0
376 490 86
380 490 64
469 490 7
510 490 25
1 489 8
192 489 0
196 489 0
205 489 24
299 489 175
325 489 189
333 489 183
337 489 46
339 489 0
359 489 19
411 489 60
17 488 9
